Recipe,UnlockType,TipoRequisito,KeyRequerida
GlitteringCavesLampsPack_Red_Street_A,EMorRecipeUnlockType::Manual,,
GlitteringCavesLampsPack_Red_Wall_A,EMorRecipeUnlockType::Manual,,
GrumniPack_CeilingLamp_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Tool.Restoration_Hammer_Gunmetal
GrumniPack_CeilingLamp_B,EMorRecipeUnlockType::DiscoverDependencies,Item,Tool.Restoration_Hammer_Gunmetal
GrumniPack_CeilingLamp_C,EMorRecipeUnlockType::DiscoverDependencies,Item,Tool.Restoration_Hammer_Gunmetal
GrumniPack_CeilingLamp_D,EMorRecipeUnlockType::DiscoverDependencies,Item,Tool.Restoration_Hammer_Gunmetal
GrumniPack_CeilingLamp_E,EMorRecipeUnlockType::DiscoverDependencies,Item,Tool.Restoration_Hammer_Gunmetal
GrumniPack_CeilingLamp_F,EMorRecipeUnlockType::DiscoverDependencies,Item,Tool.Restoration_Hammer_Gunmetal
Grumni_ArchwaysPack_SmallNotchedArchway_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Tool.Restoration_Hammer_Gunmetal
Grumni_ArchwaysPack_SmallStoutArchway_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Tool.Restoration_Hammer_Starmetal
Grumni_ArchwaysPack_StoutDoorArchway_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Tool.Restoration_Hammer_Starmetal
Grumni_ArchwaysPack_StoutPrisonArchway_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Tool.Restoration_Hammer_Starmetal
GrunmniPack_ColumnTrimCapital_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Tool.Restoration_Hammer_Starmetal
GrunmniPack_ColumnTrimShaft_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Tool.Restoration_Hammer_Starmetal
GrunmniPack_ColumnTrimShaft_B,EMorRecipeUnlockType::DiscoverDependencies,Item,Tool.Restoration_Hammer_Starmetal
GrunmniPack_ShortBrazier_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Tool.Restoration_Hammer_Gunmetal
GrunmniPack_ShortBrazier_B,EMorRecipeUnlockType::DiscoverDependencies,Item,Tool.Restoration_Hammer_Gunmetal
HuntersLodgePack_DecoBat_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Item.ModBatWings
HuntersLodgePack_DecoBat_B,EMorRecipeUnlockType::DiscoverDependencies,Item,Item.ModBatWings
HuntersLodgePack_DecoDrake_Fire_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Item.ModDrakeHide_Fire
HuntersLodgePack_DecoDrake_Fire_B,EMorRecipeUnlockType::DiscoverDependencies,Item,Item.ModDrakeHide_Fire
HuntersLodgePack_DecoDrake_Fire_C,EMorRecipeUnlockType::DiscoverDependencies,Item,Item.ModDrakeHide_Fire
HuntersLodgePack_DecoDrake_Fire_D,EMorRecipeUnlockType::DiscoverDependencies,Item,Item.ModDrakeHide_Fire
HuntersLodgePack_DecoDrake_Frost_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Item.ModDrakeHide_Frost
HuntersLodgePack_DecoDrake_Frost_B,EMorRecipeUnlockType::DiscoverDependencies,Item,Item.ModDrakeHide_Frost
HuntersLodgePack_DecoDrake_Frost_C,EMorRecipeUnlockType::DiscoverDependencies,Item,Item.ModDrakeHide_Frost
HuntersLodgePack_DecoDrake_Frost_D,EMorRecipeUnlockType::DiscoverDependencies,Item,Item.ModDrakeHide_Frost
HuntersLodgePack_DecoDrake_Poison_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Item.ModDrakeHide_Poison
HuntersLodgePack_DecoDrake_Poison_B,EMorRecipeUnlockType::DiscoverDependencies,Item,Item.ModDrakeHide_Poison
HuntersLodgePack_DecoDrake_Poison_C,EMorRecipeUnlockType::DiscoverDependencies,Item,Item.ModDrakeHide_Poison
HuntersLodgePack_DecoDrake_Poison_D,EMorRecipeUnlockType::DiscoverDependencies,Item,Item.ModDrakeHide_Poison
HuntersLodgePack_DecoDrake_Shadow_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Item.ModDrakeHide_Shadow
HuntersLodgePack_DecoDrake_Shadow_B,EMorRecipeUnlockType::DiscoverDependencies,Item,Item.ModDrakeHide_Shadow
HuntersLodgePack_DecoDrake_Shadow_C,EMorRecipeUnlockType::DiscoverDependencies,Item,Item.ModDrakeHide_Shadow
HuntersLodgePack_DecoDrake_Shadow_D,EMorRecipeUnlockType::DiscoverDependencies,Item,Item.ModDrakeHide_Shadow
HuntersLodgePack_DecoFellBeast_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Item.ModFellBeastHide
HuntersLodgePack_DecoFellBeast_B,EMorRecipeUnlockType::DiscoverDependencies,Item,Item.ModFellBeastHide
HuntersLodgePack_DecoNamelessBeast_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Item.ModNamelessHide
HuntersLodgePack_DecoNamelessBeast_B,EMorRecipeUnlockType::DiscoverDependencies,Item,Item.ModNamelessHide
HuntersLodgePack_DecoRat_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Item.ModRatTail
HuntersLodgePack_DecoRat_B,EMorRecipeUnlockType::DiscoverDependencies,Item,Item.ModRatTail
HuntersLodgePack_DecoShadowDragon_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Item.ModShadowDragon_Horns
HuntersLodgePack_DecoShadowDragon_B,EMorRecipeUnlockType::DiscoverDependencies,Item,Item.ModShadowDragon_Horns
HuntersLodgePack_RoudDoorGranite_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Item.ModBearHide
HuntersLodgePack_RoudDoorGranite_B,EMorRecipeUnlockType::DiscoverDependencies,Item,Item.ModBearHide
HuntersLodgePack_RoudDoorRedRock_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Item.ModBearHide
HuntersLodgePack_RoudDoorRedRock_B,EMorRecipeUnlockType::DiscoverDependencies,Item,Item.ModBearHide
HuntersLodgePack_RoudDoorWhiteMarble_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Item.ModBearHide
HuntersLodgePack_RoudDoorWhiteMarble_B,EMorRecipeUnlockType::DiscoverDependencies,Item,Item.ModBearHide
HuntersLodgePack_RoundArchway_Granite_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Item.ModBearHide
HuntersLodgePack_RoundArchway_RedRock_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Item.ModBearHide
HuntersLodgePack_RoundArchway_WhiteMarble_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Item.ModBearHide
HuntersLodgePack_Well_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Item.ModBearHide
HuntersLodge_RoundWindowGranite_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Item.ModBearHide
HuntersLodge_RoundWindowGranite_B,EMorRecipeUnlockType::DiscoverDependencies,Item,Item.ModBearHide
HuntersLodge_RoundWindowRedRock_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Item.ModBearHide
HuntersLodge_RoundWindowRedRock_B,EMorRecipeUnlockType::DiscoverDependencies,Item,Item.ModBearHide
HuntersLodge_RoundWindowWhiteMarble_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Item.ModBearHide
HuntersLodge_RoundWindowWhiteMarble_B,EMorRecipeUnlockType::DiscoverDependencies,Item,Item.ModBearHide
IthildinDoorsPack_IthildinDoor_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Item.IthildinIngot
IthildinDoorsPack_IthildinDoor_B,EMorRecipeUnlockType::DiscoverDependencies,Item,Item.IthildinIngot
IthildinDoorsPack_IthildinDoor_C,EMorRecipeUnlockType::DiscoverDependencies,Item,Item.IthildinIngot
JuboPack_JuboBanner_A,EMorRecipeUnlockType::DiscoverDependencies,Construcción,CraftingStation_FabricStation
JuboPack_JuboBanner_B,EMorRecipeUnlockType::DiscoverDependencies,Construcción,CraftingStation_FabricStation
JuboPack_JuboFlag_A,EMorRecipeUnlockType::DiscoverDependencies,Construcción,CraftingStation_FabricStation
JuboPack_JuboGuardPoint_A,EMorRecipeUnlockType::DiscoverDependencies,Construcción,Guard_Point
KEGPack_Banner_A,EMorRecipeUnlockType::DiscoverDependencies,Construcción,CraftingStation_FabricStation
KEGPack_Banner_B,EMorRecipeUnlockType::DiscoverDependencies,Construcción,CraftingStation_FabricStation
KEGPack_Banner_C,EMorRecipeUnlockType::DiscoverDependencies,Construcción,CraftingStation_FabricStation
KEGPack_Flag_A,EMorRecipeUnlockType::DiscoverDependencies,Construcción,CraftingStation_FabricStation
KEGPack_Guardpoint_A,EMorRecipeUnlockType::DiscoverDependencies,Construcción,Guard_Point
KelaerielPack_KelaerielBanner_A,EMorRecipeUnlockType::DiscoverDependencies,Construcción,CraftingStation_FabricStation
KelaerielPack_KelaerielBanner_B,EMorRecipeUnlockType::DiscoverDependencies,Construcción,CraftingStation_FabricStation
KelaerielPack_KelaerielFlag_A,EMorRecipeUnlockType::DiscoverDependencies,Construcción,CraftingStation_FabricStation
KelaerielPack_KelaerielGuardPoint_A,EMorRecipeUnlockType::DiscoverDependencies,Construcción,Guard_Point
KingdomBannersPack_EreborBanner_A,EMorRecipeUnlockType::DiscoverDependencies,Construcción,CraftingStation_FabricStation
KingdomBannersPack_EreborFlag_A,EMorRecipeUnlockType::DiscoverDependencies,Construcción,CraftingStation_FabricStation
KingdomBannersPack_EreborGuardPoint_A,EMorRecipeUnlockType::DiscoverDependencies,Construcción,Guard_Point
KingdomBannersPack_GondorBanner_A,EMorRecipeUnlockType::DiscoverDependencies,Construcción,CraftingStation_FabricStation
KingdomBannersPack_GondorFlag_A,EMorRecipeUnlockType::DiscoverDependencies,Construcción,CraftingStation_FabricStation
KingdomBannersPack_GondorGuardPoint_A,EMorRecipeUnlockType::DiscoverDependencies,Construcción,Guard_Point
KingdomBannersPack_LothlorienBanner_A,EMorRecipeUnlockType::DiscoverDependencies,Construcción,CraftingStation_FabricStation
KingdomBannersPack_LothlorienFlag_A,EMorRecipeUnlockType::DiscoverDependencies,Construcción,CraftingStation_FabricStation
KingdomBannersPack_LothlorienGuardPoint_A,EMorRecipeUnlockType::DiscoverDependencies,Construcción,Guard_Point
KingdomBannersPack_RivendellBanner_A,EMorRecipeUnlockType::DiscoverDependencies,Construcción,CraftingStation_FabricStation
KingdomBannersPack_RivendellFlag_A,EMorRecipeUnlockType::DiscoverDependencies,Construcción,CraftingStation_FabricStation
KingdomBannersPack_RivendellGuardPoint_A,EMorRecipeUnlockType::DiscoverDependencies,Construcción,Guard_Point
MereakBannerPack_Banner_A,EMorRecipeUnlockType::DiscoverDependencies,Construcción,CraftingStation_FabricStation
MereakBannerPack_Banner_B,EMorRecipeUnlockType::DiscoverDependencies,Construcción,CraftingStation_FabricStation
MereakBannerPack_Flag_A,EMorRecipeUnlockType::DiscoverDependencies,Construcción,CraftingStation_FabricStation
MereakBannerPack_Guardpoint_A,EMorRecipeUnlockType::DiscoverDependencies,Construcción,Guard_Point
MereakHearthsPack_Hearth_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Ore.Granite
MereakHearthsPack_Hearth_B,EMorRecipeUnlockType::DiscoverDependencies,Item,Ore.Granite
MereakHearthsPack_Hearth_C,EMorRecipeUnlockType::DiscoverDependencies,Item,Ore.Granite
MereakHearthsPack_Hearth_D,EMorRecipeUnlockType::DiscoverDependencies,Item,Ore.Granite
MereakHearthsPack_Hearth_E,EMorRecipeUnlockType::DiscoverDependencies,Item,Ore.Granite
MereakHearthsPack_Hearth_F,EMorRecipeUnlockType::DiscoverDependencies,Item,Ore.Granite
MereakPack_Barrel_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Tool.Restoration_Hammer_Steel
MereakPack_ColumnTrimBase_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Tool.Restoration_Hammer_Gunmetal
MereakPack_CornerTrim_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Tool.Restoration_Hammer_Gunmetal
MereakPack_CornerTrim_B,EMorRecipeUnlockType::DiscoverDependencies,Item,Tool.Restoration_Hammer_Gunmetal
MereakPack_DetailedBaseboard_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Tool.Restoration_Hammer_Gunmetal
MereakPack_FigureHead_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Tool.Restoration_Hammer_Gunmetal
MereakPack_FigureHead_B,EMorRecipeUnlockType::DiscoverDependencies,Item,Tool.Restoration_Hammer_Gunmetal
MereakPack_FigureHead_C,EMorRecipeUnlockType::DiscoverDependencies,Item,Ore.Granite
MereakPack_GraniteWallBaseboard_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Tool.Restoration_Hammer_Gunmetal
MereakPack_LongShelves_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Tool.Restoration_Hammer_Steel
MereakPack_MediumShelves_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Tool.Restoration_Hammer_Steel
MereakPack_MessyWorkbench_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Tool.Restoration_Hammer_Steel
MereakPack_NarrowArchwayPillar_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Ore.Granite
MereakPack_NarrowGraniteWindow_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Ore.Granite
MereakPack_NotchedArch_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Tool.Restoration_Hammer_Gunmetal
MereakPack_NotchedArchway_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Tool.Restoration_Hammer_Gunmetal
MereakPack_OrnateCeiling_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Tool.Restoration_Hammer_Gunmetal
MereakPack_Pedestal_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Tool.Restoration_Hammer_Starmetal
MereakPack_Sack_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Tool.Restoration_Hammer_Steel
MereakPack_ShortMemorialStatue_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Tool.Restoration_Hammer_Steel
MereakPack_SmallMessyWorkbench_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Tool.Restoration_Hammer_Steel
MereakPack_ThickDarkWoodFloor_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Tool.Restoration_Hammer_Starmetal
MereakPack_ThinWoodCrown_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Ore.Granite
MereakPack_ThinWoodDetail_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Ore.Granite
MereakPack_UnderStairsArch_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Tool.Restoration_Hammer_Gunmetal
MereakPack_WoodCrown_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Ore.Granite
Mereak_UpdatePack_Archway_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Ore.Granite
Mereak_UpdatePack_Fence_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Tool.Restoration_Hammer_Steel
Mereak_UpdatePack_FoundationBlock_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Ore.Granite
Mereak_UpdatePack_GardenFence_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Tool.Restoration_Hammer_Steel
Mereak_UpdatePack_HorizontalBeam_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Tool.Restoration_Hammer_Steel
Mereak_UpdatePack_NiceWoodFloor_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Tool.Restoration_Hammer_Steel
Mereak_UpdatePack_OrnateDarkWoodFloor_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Tool.Restoration_Hammer_Steel
Mereak_UpdatePack_RoofCornerShort_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Ore.Granite
Mereak_UpdatePack_RoofShort_A,EMorRecipeUnlockType::DiscoverDependencies,Construcción,CraftingStation_Hearth_SmallHearth
Mereak_UpdatePack_RoundBaseTrim_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Ore.Granite
Mereak_UpdatePack_ThickRoof_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Tool.Restoration_Hammer_Starmetal
Mereak_UpdatePack_ThinGraniteArch_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Ore.Granite
Mereak_UpdatePack_WoodShopToolRack_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Tool.Restoration_Hammer_Starmetal
MithrilWallsPack_MithrilWall_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Ore.Granite
MithrilWallsPack_MithrilWall_B,EMorRecipeUnlockType::DiscoverDependencies,Item,Ore.Granite
MithrilWallsPack_MithrilWall_C,EMorRecipeUnlockType::DiscoverDependencies,Item,Ore.Granite
MithrilWallsPack_MithrilWall_D,EMorRecipeUnlockType::DiscoverDependencies,Item,Ore.Granite
MithrilWallsPack_MithrilWall_E,EMorRecipeUnlockType::DiscoverDependencies,Item,Ore.Granite
OlfahrPack_Barrel_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Tool.Restoration_Hammer_Steel
OlfahrPack_Basin_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Tool.Restoration_Hammer_Steel
OlfahrPack_Bucket_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Tool.Restoration_Hammer_Steel
OlfahrPack_LargeWinch_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Ore.Granite
OlfahrPack_Lift_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Ore.Granite
OlfahrPack_Lift_B,EMorRecipeUnlockType::DiscoverDependencies,Item,Ore.Granite
OlfahrPack_OpenWoodenCrate_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Tool.Restoration_Hammer_Steel
OlfahrPack_OpenWoodenCrate_B,EMorRecipeUnlockType::DiscoverDependencies,Item,Tool.Restoration_Hammer_Steel
OlfahrPack_OrnateWoodenCrate_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Tool.Restoration_Hammer_Gunmetal
OlfahrPack_OrnateWoodenCrate_B,EMorRecipeUnlockType::DiscoverDependencies,Item,Tool.Restoration_Hammer_Gunmetal
OlfahrPack_Wagon_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Ore.Granite
OlfahrPack_Windlass_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Ore.Granite
